 SOUID,    DATE,   HU, Q_HU
175238,19790101,   81,    0
175238,19790102,   72,    0
175238,19790103,   78,    0
175238,19790104,   80,    0
175238,19790105,   82,    0
175238,19790106,   90,    0
175238,19790107,   92,    0
175238,19790108,   91,    0
175238,19790109,   95,    0
175238,19790110,   95,    0
175238,19790111,   89,    0
175238,19790112,   91,    0
175238,19790113,   98,    0
175238,19790114,   98,    0
175238,19790115,   91,    0
175238,19790116,   89,    0
175238,19790117,   87,    0
175238,19790118,   85,    0
175238,19790119,   89,    0
175238,19790120,   91,    0
175238,19790121,   90,    0
175238,19790122,   92,    0
175238,19790123,   91,    0
175238,19790124,   83,    0
175238,19790125,   91,    0
175238,19790126,   88,    0
175238,19790127,   88,    0
175238,19790128,   87,    0
175238,19790129,   92,    0
175238,19790130,   92,    0
175238,19790131,   78,    0
175238,19790201,   91,    0
175238,19790202,   95,    0
175238,19790203,   93,    0
175238,19790204,   91,    0
175238,19790205,   88,    0
175238,19790206,   89,    0
175238,19790207,   89,    0
175238,19790208,   89,    0
175238,19790209,   89,    0
175238,19790210,   87,    0
175238,19790211,   78,    0
175238,19790212,   87,    0
175238,19790213,   80,    0
175238,19790214,   77,    0
175238,19790215,   80,    0
175238,19790216,   76,    0
175238,19790217,   79,    0
175238,19790218,   90,    0
175238,19790219,   91,    0
175238,19790220,   83,    0
175238,19790221,   76,    0
175238,19790222,   84,    0
175238,19790223,   86,    0
175238,19790224,   82,    0
175238,19790225,   87,    0
175238,19790226,   86,    0
175238,19790227,   95,    0
175238,19790228,   90,    0
175238,19790301,   94,    0
175238,19790302,   88,    0
175238,19790303,   91,    0
175238,19790304,   93,    0
175238,19790305,   83,    0
175238,19790306,   86,    0
175238,19790307,   64,    0
175238,19790308,   88,    0
175238,19790309,   88,    0
175238,19790310,   80,    0
175238,19790311,   80,    0
175238,19790312,   87,    0
175238,19790313,   91,    0
175238,19790314,   92,    0
175238,19790315,   91,    0
175238,19790316,   82,    0
175238,19790317,   80,    0
175238,19790318,   72,    0
175238,19790319,   64,    0
175238,19790320,   70,    0
175238,19790321,   78,    0
175238,19790322,   92,    0
175238,19790323,   80,    0
175238,19790324,   89,    0
175238,19790325,   85,    0
175238,19790326,   76,    0
175238,19790327,   69,    0
175238,19790328,   74,    0
175238,19790329,   78,    0
175238,19790330,   77,    0
175238,19790331,   91,    0
175238,19790401,   98,    0
175238,19790402,   90,    0
175238,19790403,   90,    0
175238,19790404,   96,    0
175238,19790405,   89,    0
175238,19790406,   83,    0
175238,19790407,   79,    0
175238,19790408,   75,    0
175238,19790409,   77,    0
175238,19790410,   66,    0
175238,19790411,   55,    0
175238,19790412,   58,    0
175238,19790413,   66,    0
175238,19790414,   95,    0
175238,19790415,   73,    0
175238,19790416,   60,    0
175238,19790417,   53,    0
175238,19790418,   74,    0
175238,19790419,   58,    0
175238,19790420,   62,    0
175238,19790421,   60,    0
175238,19790422,   62,    0
175238,19790423,   54,    0
175238,19790424,   80,    0
175238,19790425,   95,    0
175238,19790426,   89,    0
175238,19790427,   87,    0
175238,19790428,   79,    0
175238,19790429,   80,    0
175238,19790430,   60,    0
175238,19790501,   71,    0
175238,19790502,   65,    0
175238,19790503,   91,    0
175238,19790504,   96,    0
175238,19790505,   79,    0
175238,19790506,   66,    0
175238,19790507,   91,    0
175238,19790508,   70,    0
175238,19790509,   59,    0
175238,19790510,   71,    0
175238,19790511,   95,    0
175238,19790512,   64,    0
175238,19790513,   59,    0
175238,19790514,   69,    0
175238,19790515,   77,    0
175238,19790516,   76,    0
175238,19790517,   73,    0
175238,19790518,   63,    0
175238,19790519,   87,    0
175238,19790520,   79,    0
175238,19790521,   62,    0
175238,19790522,   60,    0
175238,19790523,   62,    0
175238,19790524,   73,    0
175238,19790525,   58,    0
175238,19790526,   60,    0
175238,19790527,   60,    0
175238,19790528,   67,    0
175238,19790529,   77,    0
175238,19790530,   62,    0
175238,19790531,   64,    0
175238,19790601,   61,    0
175238,19790602,   53,    0
175238,19790603,   47,    0
175238,19790604,   50,    0
175238,19790605,   49,    0
175238,19790606,   53,    0
175238,19790607,   51,    0
175238,19790608,   49,    0
175238,19790609,   67,    0
175238,19790610,   67,    0
175238,19790611,   63,    0
175238,19790612,   58,    0
175238,19790613,   58,    0
175238,19790614,   81,    0
175238,19790615,   93,    0
175238,19790616,   84,    0
175238,19790617,   78,    0
175238,19790618,   64,    0
175238,19790619,   58,    0
175238,19790620,   54,    0
175238,19790621,   63,    0
175238,19790622,   71,    0
175238,19790623,   66,    0
175238,19790624,   59,    0
175238,19790625,   58,    0
175238,19790626,   63,    0
175238,19790627,   70,    0
175238,19790628,   72,    0
175238,19790629,   80,    0
175238,19790630,   94,    0
175238,19790701,   79,    0
175238,19790702,   77,    0
175238,19790703,   83,    0
175238,19790704,   84,    0
175238,19790705,   92,    0
175238,19790706,   89,    0
175238,19790707,   88,    0
175238,19790708,   80,    0
175238,19790709,   76,    0
175238,19790710,   85,    0
175238,19790711,   83,    0
175238,19790712,   85,    0
175238,19790713,   97,    0
175238,19790714,   96,    0
175238,19790715,   81,    0
175238,19790716,   89,    0
175238,19790717,   92,    0
175238,19790718,   78,    0
175238,19790719,   83,    0
175238,19790720,   91,    0
175238,19790721,   84,    0
175238,19790722,   78,    0
175238,19790723,   81,    0
175238,19790724,   93,    0
175238,19790725,   85,    0
175238,19790726,   83,    0
175238,19790727,   89,    0
175238,19790728,   88,    0
175238,19790729,   85,    0
175238,19790730,   81,    0
175238,19790731,   77,    0
175238,19790801,   92,    0
175238,19790802,   81,    0
175238,19790803,   79,    0
175238,19790804,   90,    0
175238,19790805,   82,    0
175238,19790806,   75,    0
175238,19790807,   68,    0
175238,19790808,   74,    0
175238,19790809,   72,    0
175238,19790810,   92,    0
175238,19790811,   77,    0
175238,19790812,   81,    0
175238,19790813,   69,    0
175238,19790814,   73,    0
175238,19790815,   73,    0
175238,19790816,   74,    0
175238,19790817,   72,    0
175238,19790818,   68,    0
175238,19790819,   75,    0
175238,19790820,   86,    0
175238,19790821,   97,    0
175238,19790822,   88,    0
175238,19790823,   82,    0
175238,19790824,   86,    0
175238,19790825,   95,    0
175238,19790826,   92,    0
175238,19790827,   80,    0
175238,19790828,   76,    0
175238,19790829,   89,    0
175238,19790830,   86,    0
175238,19790831,   85,    0
175238,19790901,   73,    0
175238,19790902,   94,    0
175238,19790903,   90,    0
175238,19790904,   89,    0
175238,19790905,   94,    0
175238,19790906,   97,    0
175238,19790907,   86,    0
175238,19790908,   78,    0
175238,19790909,   76,    0
175238,19790910,   82,    0
175238,19790911,   93,    0
175238,19790912,   81,    0
175238,19790913,   75,    0
175238,19790914,   72,    0
175238,19790915,   87,    0
175238,19790916,   82,    0
175238,19790917,   93,    0
175238,19790918,   98,    0
175238,19790919,   85,    0
175238,19790920,   77,    0
175238,19790921,   94,    0
175238,19790922,   90,    0
175238,19790923,   81,    0
175238,19790924,   74,    0
175238,19790925,   76,    0
175238,19790926,   77,    0
175238,19790927,   94,    0
175238,19790928,   70,    0
175238,19790929,   92,    0
175238,19790930,   83,    0
175238,19791001,   79,    0
175238,19791002,   71,    0
175238,19791003,   72,    0
175238,19791004,   82,    0
175238,19791005,   82,    0
175238,19791006,   81,    0
175238,19791007,   78,    0
175238,19791008,   89,    0
175238,19791009,   92,    0
175238,19791010,   95,    0
175238,19791011,   86,    0
175238,19791012,   86,    0
175238,19791013,   89,    0
175238,19791014,   85,    0
175238,19791015,   87,    0
175238,19791016,   93,    0
175238,19791017,   88,    0
175238,19791018,   80,    0
175238,19791019,   90,    0
175238,19791020,   92,    0
175238,19791021,   89,    0
175238,19791022,   72,    0
175238,19791023,   86,    0
175238,19791024,   77,    0
175238,19791025,   86,    0
175238,19791026,   88,    0
175238,19791027,   91,    0
175238,19791028,   83,    0
175238,19791029,   74,    0
175238,19791030,   77,    0
175238,19791031,   75,    0
175238,19791101,   77,    0
175238,19791102,   80,    0
175238,19791103,   75,    0
175238,19791104,   70,    0
175238,19791105,   90,    0
175238,19791106,   99,    0
175238,19791107,   99,    0
175238,19791108,   97,    0
175238,19791109,   96,    0
175238,19791110,   96,    0
