 SOUID,    DATE,   HU, Q_HU
175098,19790101,   84,    0
175098,19790102,   68,    0
175098,19790103,   79,    0
175098,19790104,   83,    0
175098,19790105,   87,    0
175098,19790106,   93,    0
175098,19790107,   92,    0
175098,19790108,   82,    0
175098,19790109,   88,    0
175098,19790110,   95,    0
175098,19790111,   90,    0
175098,19790112,   88,    0
175098,19790113,   92,    0
175098,19790114,   94,    0
175098,19790115,   94,    0
175098,19790116,   94,    0
175098,19790117,   89,    0
175098,19790118,   88,    0
175098,19790119,   95,    0
175098,19790120,   94,    0
175098,19790121,   87,    0
175098,19790122,   90,    0
175098,19790123,   86,    0
175098,19790124,   83,    0
175098,19790125,   92,    0
175098,19790126,   90,    0
175098,19790127,   88,    0
175098,19790128,   80,    0
175098,19790129,   87,    0
175098,19790130,   87,    0
175098,19790131,   84,    0
175098,19790201,   94,    0
175098,19790202,   94,    0
175098,19790203,   87,    0
175098,19790204,   88,    0
175098,19790205,   80,    0
175098,19790206,   88,    0
175098,19790207,   92,    0
175098,19790208,   85,    0
175098,19790209,   85,    0
175098,19790210,   75,    0
175098,19790211,   70,    0
175098,19790212,   82,    0
175098,19790213,   82,    0
175098,19790214,   75,    0
175098,19790215,   76,    0
175098,19790216,   72,    0
175098,19790217,   72,    0
175098,19790218,   69,    0
175098,19790219,   78,    0
175098,19790220,   78,    0
175098,19790221,   76,    0
175098,19790222,   82,    0
175098,19790223,   82,    0
175098,19790224,   81,    0
175098,19790225,   84,    0
175098,19790226,   80,    0
175098,19790227,   92,    0
175098,19790228,   99,    0
175098,19790301,   89,    0
175098,19790302,   83,    0
175098,19790303,   91,    0
175098,19790304,   91,    0
175098,19790305,   77,    0
175098,19790306,   82,    0
175098,19790307,   80,    0
175098,19790308,   94,    0
175098,19790309,   82,    0
175098,19790310,   80,    0
175098,19790311,   90,    0
175098,19790312,   89,    0
175098,19790313,   88,    0
175098,19790314,   89,    0
175098,19790315,   90,    0
175098,19790316,   80,    0
175098,19790317,   78,    0
175098,19790318,   69,    0
175098,19790319,   72,    0
175098,19790320,   81,    0
175098,19790321,   82,    0
175098,19790322,   92,    0
175098,19790323,   80,    0
175098,19790324,   90,    0
175098,19790325,   84,    0
175098,19790326,   78,    0
175098,19790327,   82,    0
175098,19790328,   96,    0
175098,19790329,   81,    0
175098,19790330,   86,    0
175098,19790331,   94,    0
175098,19790401,   98,    0
175098,19790402,   92,    0
175098,19790403,   96,    0
175098,19790404,   88,    0
175098,19790405,   94,    0
175098,19790406,   88,    0
175098,19790407,   79,    0
175098,19790408,   80,    0
175098,19790409,   99,    0
175098,19790410,   83,    0
175098,19790411,   68,    0
175098,19790412,   70,    0
175098,19790413,   69,    0
175098,19790414,   89,    0
175098,19790415,   58,    0
175098,19790416,   55,    0
175098,19790417,   75,    0
175098,19790418,   82,    0
175098,19790419,   68,    0
175098,19790420,   91,    0
175098,19790421,   70,    0
175098,19790422,   81,    0
175098,19790423,   91,    0
175098,19790424,   91,    0
175098,19790425,   91,    0
175098,19790426,   96,    0
175098,19790427,   99,    0
175098,19790428,   80,    0
175098,19790429,   81,    0
175098,19790430,   88,    0
175098,19790501,   78,    0
175098,19790502,   76,    0
175098,19790503,   72,    0
175098,19790504,   66,    0
175098,19790505,   85,    0
175098,19790506,   71,    0
175098,19790507,   73,    0
175098,19790508,   67,    0
175098,19790509,   57,    0
175098,19790510,   70,    0
175098,19790511,   96,    0
175098,19790512,   51,    0
175098,19790513,   61,    0
175098,19790514,   76,    0
175098,19790515,   74,    0
175098,19790516,   76,    0
175098,19790517,   68,    0
175098,19790518,   68,    0
175098,19790519,   87,    0
175098,19790520,   68,    0
175098,19790521,   67,    0
175098,19790522,   60,    0
175098,19790523,   89,    0
175098,19790524,   78,    0
175098,19790525,   60,    0
175098,19790526,   76,    0
175098,19790527,   68,    0
175098,19790528,   72,    0
175098,19790529,   71,    0
175098,19790530,   64,    0
175098,19790531,   76,    0
