 SOUID,    DATE,   HU, Q_HU
175133,19790101,   84,    0
175133,19790102,   80,    0
175133,19790103,   80,    0
175133,19790104,   83,    0
175133,19790105,   80,    0
175133,19790106,   90,    0
175133,19790107,   88,    0
175133,19790108,   84,    0
175133,19790109,   86,    0
175133,19790110,   92,    0
175133,19790111,   89,    0
175133,19790112,   91,    0
175133,19790113,   95,    0
175133,19790114,   97,    0
175133,19790115,   84,    0
175133,19790116,   88,    0
175133,19790117,   85,    0
175133,19790118,   89,    0
175133,19790119,   87,    0
175133,19790120,   87,    0
175133,19790121,   89,    0
175133,19790122,   90,    0
175133,19790123,   88,    0
175133,19790124,   84,    0
175133,19790125,   88,    0
175133,19790126,   84,    0
175133,19790127,   84,    0
175133,19790128,   81,    0
175133,19790129,   91,    0
175133,19790130,   89,    0
175133,19790131,   79,    0
175133,19790201,   89,    0
175133,19790202,   90,    0
175133,19790203,   89,    0
175133,19790204,   87,    0
175133,19790205,   81,    0
175133,19790206,   87,    0
175133,19790207,   87,    0
175133,19790208,   83,    0
175133,19790209,   84,    0
175133,19790210,   79,    0
175133,19790211,   75,    0
175133,19790212,   84,    0
175133,19790213,   79,    0
175133,19790214,   76,    0
175133,19790215,   76,    0
175133,19790216,   70,    0
175133,19790217,   70,    0
175133,19790218,   87,    0
175133,19790219,   90,    0
175133,19790220,   74,    0
175133,19790221,   68,    0
175133,19790222,   71,    0
175133,19790223,   75,    0
175133,19790224,   78,    0
175133,19790225,   82,    0
175133,19790226,   80,    0
175133,19790227,   87,    0
175133,19790228,   84,    0
175133,19790301,   88,    0
175133,19790302,   83,    0
175133,19790303,   85,    0
175133,19790304,   87,    0
175133,19790305,   78,    0
175133,19790306,   81,    0
175133,19790307,   59,    0
175133,19790308,   81,    0
175133,19790309,   80,    0
175133,19790310,   78,    0
175133,19790311,   75,    0
175133,19790312,   90,    0
175133,19790313,   97,    0
175133,19790314,   96,    0
175133,19790315,   90,    0
175133,19790316,   81,    0
175133,19790317,   78,    0
175133,19790318,   73,    0
175133,19790319,   59,    0
175133,19790320,   67,    0
175133,19790321,   76,    0
175133,19790322,   87,    0
175133,19790323,   71,    0
175133,19790324,   83,    0
175133,19790325,   83,    0
175133,19790326,   73,    0
175133,19790327,   62,    0
175133,19790328,   65,    0
175133,19790329,   75,    0
175133,19790330,   82,    0
175133,19790331,   88,    0
175133,19790401,   97,    0
175133,19790402,   78,    0
175133,19790403,   84,    0
175133,19790404,   96,    0
175133,19790405,   91,    0
175133,19790406,   91,    0
175133,19790407,   88,    0
175133,19790408,   88,    0
175133,19790409,   88,    0
175133,19790410,   74,    0
175133,19790411,   73,    0
175133,19790412,   64,    0
175133,19790413,   73,    0
175133,19790414,   92,    0
175133,19790415,   67,    0
175133,19790416,   61,    0
175133,19790417,   64,    0
175133,19790418,   78,    0
175133,19790419,   68,    0
175133,19790420,   73,    0
175133,19790421,   76,    0
175133,19790422,   69,    0
175133,19790423,   64,    0
175133,19790424,   76,    0
175133,19790425,   86,    0
175133,19790426,   83,    0
175133,19790427,   90,    0
175133,19790428,   86,    0
175133,19790429,   74,    0
175133,19790430,   57,    0
175133,19790501,   70,    0
175133,19790502,   64,    0
175133,19790503,   83,    0
175133,19790504,   93,    0
175133,19790505,   88,    0
175133,19790506,   71,    0
175133,19790507,   89,    0
175133,19790508,   73,    0
175133,19790509,   59,    0
175133,19790510,   76,    0
175133,19790511,   93,    0
175133,19790512,   56,    0
175133,19790513,   60,    0
175133,19790514,   61,    0
175133,19790515,   70,    0
175133,19790516,   80,    0
175133,19790517,   60,    0
175133,19790518,   60,    0
175133,19790519,   86,    0
175133,19790520,   69,    0
175133,19790521,   56,    0
175133,19790522,   44,    0
175133,19790523,   69,    0
175133,19790524,   77,    0
175133,19790525,   57,    0
175133,19790526,   75,    0
175133,19790527,   72,    0
175133,19790528,   67,    0
175133,19790529,   72,    0
175133,19790530,   64,    0
175133,19790531,   68,    0
175133,19790601,   68,    0
175133,19790602,   63,    0
175133,19790603,   68,    0
175133,19790604,   66,    0
175133,19790605,   62,    0
175133,19790606,   69,    0
175133,19790607,   67,    0
175133,19790608,   58,    0
175133,19790609,   63,    0
175133,19790610,   68,    0
175133,19790611,   64,    0
175133,19790612,   66,    0
175133,19790613,   72,    0
175133,19790614,   78,    0
175133,19790615,   88,    0
175133,19790616,   82,    0
175133,19790617,   78,    0
175133,19790618,   66,    0
175133,19790619,   60,    0
175133,19790620,   69,    0
175133,19790621,   81,    0
175133,19790622,   77,    0
175133,19790623,   77,    0
175133,19790624,   73,    0
175133,19790625,   75,    0
175133,19790626,   66,    0
175133,19790627,   75,    0
175133,19790628,   75,    0
175133,19790629,   71,    0
175133,19790630,   86,    0
175133,19790701,   79,    0
175133,19790702,   85,    0
175133,19790703,   76,    0
175133,19790704,   80,    0
175133,19790705,   90,    0
175133,19790706,   93,    0
175133,19790707,   96,    0
175133,19790708,   86,    0
175133,19790709,   83,    0
175133,19790710,   83,    0
175133,19790711,   80,    0
175133,19790712,   90,    0
175133,19790713,   95,    0
175133,19790714,   96,    0
175133,19790715,   91,    0
175133,19790716,   87,    0
175133,19790717,   91,    0
175133,19790718,   75,    0
175133,19790719,   83,    0
175133,19790720,   85,    0
175133,19790721,   76,    0
175133,19790722,   74,    0
175133,19790723,   76,    0
175133,19790724,   91,    0
175133,19790725,   89,    0
175133,19790726,   85,    0
175133,19790727,   86,    0
175133,19790728,   89,    0
175133,19790729,   88,    0
175133,19790730,   83,    0
175133,19790731,   80,    0
175133,19790801,   91,    0
175133,19790802,   78,    0
175133,19790803,   80,    0
175133,19790804,   80,    0
175133,19790805,   76,    0
175133,19790806,   68,    0
175133,19790807,   66,    0
175133,19790808,   78,    0
175133,19790809,   64,    0
175133,19790810,   91,    0
175133,19790811,   72,    0
175133,19790812,   85,    0
175133,19790813,   79,    0
175133,19790814,   78,    0
175133,19790815,   70,    0
175133,19790816,   78,    0
175133,19790817,   77,    0
175133,19790818,   79,    0
175133,19790819,   78,    0
175133,19790820,   86,    0
175133,19790821,   98,    0
175133,19790822,   85,    0
175133,19790823,   79,    0
175133,19790824,   81,    0
175133,19790825,   92,    0
175133,19790826,   88,    0
175133,19790827,   76,    0
175133,19790828,   76,    0
175133,19790829,   88,    0
175133,19790830,   87,    0
175133,19790831,   80,    0
175133,19790901,   58,    0
175133,19790902,   85,    0
175133,19790903,   85,    0
175133,19790904,   84,    0
175133,19790905,   91,    0
175133,19790906,   88,    0
175133,19790907,   80,    0
175133,19790908,   80,    0
175133,19790909,   82,    0
175133,19790910,   74,    0
175133,19790911,   85,    0
175133,19790912,   74,    0
175133,19790913,   65,    0
175133,19790914,   79,    0
175133,19790915,   78,    0
175133,19790916,   72,    0
175133,19790917,   85,    0
175133,19790918,   92,    0
175133,19790919,   79,    0
175133,19790920,   75,    0
175133,19790921,   89,    0
175133,19790922,   81,    0
175133,19790923,   78,    0
175133,19790924,   79,    0
175133,19790925,   78,    0
175133,19790926,   88,    0
175133,19790927,   88,    0
175133,19790928,   67,    0
175133,19790929,   83,    0
175133,19790930,   71,    0
175133,19791001,   70,    0
175133,19791002,   57,    0
175133,19791003,   65,    0
175133,19791004,   78,    0
175133,19791005,   64,    0
175133,19791006,   68,    0
175133,19791007,   74,    0
175133,19791008,   85,    0
175133,19791009,   85,    0
175133,19791010,   90,    0
175133,19791011,   84,    0
175133,19791012,   80,    0
175133,19791013,   86,    0
175133,19791014,   83,    0
175133,19791015,   83,    0
175133,19791016,   90,    0
175133,19791017,   79,    0
175133,19791018,   73,    0
175133,19791019,   92,    0
175133,19791020,   87,    0
175133,19791021,   83,    0
175133,19791022,   65,    0
175133,19791023,   74,    0
175133,19791024,   67,    0
175133,19791025,   76,    0
175133,19791026,   82,    0
175133,19791027,   78,    0
175133,19791028,   81,    0
175133,19791029,   75,    0
175133,19791030,   74,    0
175133,19791031,   75,    0
175133,19791101,   79,    0
175133,19791102,   79,    0
175133,19791103,   71,    0
175133,19791104,   63,    0
175133,19791105,   84,    0
175133,19791106,   96,    0
175133,19791107,   95,    0
175133,19791108,   93,    0
175133,19791109,   91,    0
175133,19791110,   88,    0
175133,19791111,   91,    0
175133,19791112,   89,    0
175133,19791113,   93,    0
175133,19791114,   91,    0
175133,19791115,   90,    0
175133,19791116,   98,    0
175133,19791117,   95,    0
175133,19791118,   97,    0
175133,19791119,   91,    0
175133,19791120,   95,    0
175133,19791121,   92,    0
175133,19791122,   89,    0
