 SOUID,    DATE,   HU, Q_HU
175189,19790101,   87,    0
175189,19790102,   65,    0
175189,19790103,   80,    0
175189,19790104,   83,    0
175189,19790105,   76,    0
175189,19790106,   83,    0
175189,19790107,   89,    0
175189,19790108,   82,    0
175189,19790109,   85,    0
175189,19790110,   95,    0
175189,19790111,   87,    0
175189,19790112,   88,    0
175189,19790113,   95,    0
175189,19790114,   90,    0
175189,19790115,   95,    0
175189,19790116,   94,    0
175189,19790117,   88,    0
175189,19790118,   90,    0
175189,19790119,   85,    0
175189,19790120,   88,    0
175189,19790121,   86,    0
175189,19790122,   86,    0
175189,19790123,   87,    0
175189,19790124,   84,    0
175189,19790125,   90,    0
175189,19790126,   90,    0
175189,19790127,   86,    0
175189,19790128,   72,    0
175189,19790129,   89,    0
175189,19790130,   81,    0
175189,19790131,   78,    0
175189,19790201,   91,    0
175189,19790202,   96,    0
175189,19790203,   89,    0
175189,19790204,   91,    0
175189,19790205,   83,    0
175189,19790206,   90,    0
175189,19790207,   92,    0
175189,19790208,   85,    0
175189,19790209,   82,    0
175189,19790210,   73,    0
175189,19790211,   69,    0
175189,19790212,   79,    0
175189,19790213,   80,    0
175189,19790214,   74,    0
175189,19790215,   73,    0
175189,19790216,   78,    0
175189,19790217,   84,    0
175189,19790218,   56,    0
175189,19790219,   58,    0
175189,19790220,   75,    0
175189,19790221,   83,    0
175189,19790222,   80,    0
175189,19790223,   88,    0
175189,19790224,   84,    0
175189,19790225,   87,    0
175189,19790226,   88,    0
175189,19790227,   95,    0
175189,19790228,   97,    0
175189,19790301,   85,    0
175189,19790302,   86,    0
175189,19790303,   97,    0
175189,19790304,   93,    0
175189,19790305,   82,    0
175189,19790306,   88,    0
175189,19790307,   90,    0
175189,19790308,   96,    0
175189,19790309,   86,    0
175189,19790310,   82,    0
175189,19790311,   94,    0
175189,19790312,   90,    0
175189,19790313,   82,    0
175189,19790314,   90,    0
175189,19790315,   83,    0
175189,19790316,   81,    0
175189,19790317,   78,    0
175189,19790318,   62,    0
175189,19790319,   72,    0
175189,19790320,   74,    0
175189,19790321,   77,    0
175189,19790322,   96,    0
175189,19790323,   84,    0
175189,19790324,   90,    0
175189,19790325,   92,    0
175189,19790326,   82,    0
175189,19790327,   92,    0
175189,19790328,   95,    0
175189,19790329,   73,    0
175189,19790330,   84,    0
175189,19790331,   91,    0
175189,19790401,   98,    0
175189,19790402,   95,    0
175189,19790403,   96,    0
175189,19790404,   80,    0
175189,19790405,   94,    0
175189,19790406,   84,    0
175189,19790407,   71,    0
175189,19790408,   77,    0
175189,19790409,   87,    0
175189,19790410,   80,    0
175189,19790411,   66,    0
175189,19790412,   81,    0
175189,19790413,   85,    0
175189,19790414,   91,    0
175189,19790415,   59,    0
175189,19790416,   59,    0
175189,19790417,   71,    0
175189,19790418,   74,    0
175189,19790419,   81,    0
175189,19790420,   83,    0
175189,19790421,   79,    0
175189,19790422,   89,    0
175189,19790423,   87,    0
175189,19790424,   84,    0
175189,19790425,   89,    0
175189,19790426,   97,    0
175189,19790427,   95,    0
175189,19790428,   91,    0
175189,19790429,   93,    0
175189,19790430,   94,    0
175189,19790501,   88,    0
175189,19790502,   85,    0
175189,19790503,   79,    0
175189,19790504,   77,    0
175189,19790505,   92,    0
175189,19790506,   70,    0
175189,19790507,   84,    0
175189,19790508,   82,    0
175189,19790509,   83,    0
175189,19790510,   77,    0
175189,19790511,   94,    0
175189,19790512,   75,    0
175189,19790513,   68,    0
175189,19790514,   85,    0
175189,19790515,   90,    0
175189,19790516,   89,    0
175189,19790517,   74,    0
175189,19790518,   85,    0
175189,19790519,   96,    0
175189,19790520,   84,    0
175189,19790521,   69,    0
175189,19790522,   63,    0
175189,19790523,   95,    0
175189,19790524,   73,    0
175189,19790525,   67,    0
175189,19790526,   94,    0
175189,19790527,   68,    0
175189,19790528,   62,    0
175189,19790529,   86,    0
175189,19790530,   79,    0
175189,19790531,   67,    0
175189,19790601,   63,    0
175189,19790602,   60,    0
175189,19790603,   62,    0
175189,19790604,   70,    0
175189,19790605,   71,    0
175189,19790606,   66,    0
175189,19790607,   73,    0
175189,19790608,   71,    0
175189,19790609,   86,    0
175189,19790610,   82,    0
175189,19790611,   81,    0
175189,19790612,   81,    0
175189,19790613,   78,    0
175189,19790614,   93,    0
175189,19790615,   93,    0
175189,19790616,   88,    0
175189,19790617,   82,    0
175189,19790618,   72,    0
175189,19790619,   64,    0
175189,19790620,   81,    0
175189,19790621,   82,    0
175189,19790622,   75,    0
175189,19790623,   66,    0
175189,19790624,   58,    0
175189,19790625,   64,    0
175189,19790626,   76,    0
175189,19790627,   75,    0
175189,19790628,   77,    0
175189,19790629,   83,    0
175189,19790630,   76,    0
175189,19790701,   72,    0
175189,19790702,   72,    0
175189,19790703,   79,    0
175189,19790704,   83,    0
175189,19790705,   82,    0
175189,19790706,   84,    0
175189,19790707,   89,    0
175189,19790708,   82,    0
175189,19790709,   76,    0
175189,19790710,   88,    0
175189,19790711,   88,    0
175189,19790712,   84,    0
175189,19790713,   81,    0
175189,19790714,   86,    0
175189,19790715,   86,    0
175189,19790716,   75,    0
175189,19790717,   82,    0
175189,19790718,   88,    0
175189,19790719,   89,    0
175189,19790720,   82,    0
175189,19790721,   79,    0
175189,19790722,   78,    0
175189,19790723,   87,    0
175189,19790724,   87,    0
175189,19790725,   87,    0
175189,19790726,   82,    0
175189,19790727,   86,    0
175189,19790728,   85,    0
175189,19790729,   80,    0
175189,19790730,   77,    0
175189,19790731,   78,    0
175189,19790801,   90,    0
175189,19790802,   86,    0
175189,19790803,   84,    0
175189,19790804,   79,    0
175189,19790805,   65,    0
175189,19790806,   69,    0
175189,19790807,   67,    0
175189,19790808,   74,    0
175189,19790809,   77,    0
175189,19790810,   87,    0
175189,19790811,   86,    0
175189,19790812,   84,    0
175189,19790813,   93,    0
175189,19790814,   90,    0
175189,19790815,   94,    0
175189,19790816,   82,    0
175189,19790817,   70,    0
175189,19790818,   69,    0
175189,19790819,   75,    0
175189,19790820,   86,    0
175189,19790821,   87,    0
175189,19790822,   78,    0
175189,19790823,   70,    0
175189,19790824,   77,    0
175189,19790825,   89,    0
175189,19790826,   93,    0
175189,19790827,   74,    0
175189,19790828,   80,    0
175189,19790829,   85,    0
175189,19790830,   84,    0
175189,19790831,   76,    0
175189,19790901,   66,    0
175189,19790902,   85,    0
175189,19790903,   90,    0
175189,19790904,   91,    0
175189,19790905,   78,    0
175189,19790906,   77,    0
175189,19790907,   83,    0
175189,19790908,   77,    0
175189,19790909,   74,    0
175189,19790910,   85,    0
175189,19790911,   82,    0
175189,19790912,   58,    0
175189,19790913,   72,    0
175189,19790914,   64,    0
175189,19790915,   58,    0
175189,19790916,   63,    0
175189,19790917,   77,    0
175189,19790918,   91,    0
175189,19790919,   76,    0
175189,19790920,   75,    0
175189,19790921,   88,    0
175189,19790922,   70,    0
175189,19790923,   75,    0
175189,19790924,   79,    0
175189,19790925,   82,    0
175189,19790926,   86,    0
175189,19790927,   89,    0
175189,19790928,   63,    0
175189,19790929,   69,    0
175189,19790930,   69,    0
175189,19791001,   62,    0
175189,19791002,   52,    0
175189,19791003,   60,    0
175189,19791004,   70,    0
175189,19791005,   65,    0
175189,19791006,   67,    0
175189,19791007,   76,    0
175189,19791008,   78,    0
175189,19791009,   88,    0
175189,19791010,   95,    0
175189,19791011,   91,    0
175189,19791012,   93,    0
175189,19791013,   97,    0
175189,19791014,   94,    0
175189,19791015,   97,    0
175189,19791016,   96,    0
175189,19791017,   86,    0
175189,19791018,   73,    0
175189,19791019,   84,    0
175189,19791020,   85,    0
175189,19791021,   70,    0
175189,19791022,   54,    0
175189,19791023,   70,    0
175189,19791024,   76,    0
175189,19791025,   73,    0
175189,19791026,   78,    0
175189,19791027,   82,    0
175189,19791028,   74,    0
175189,19791029,   77,    0
175189,19791030,   67,    0
175189,19791031,   81,    0
175189,19791101,   79,    0
175189,19791102,   75,    0
175189,19791103,   83,    0
175189,19791104,   84,    0
175189,19791105,   92,    0
175189,19791106,   89,    0
175189,19791107,   90,    0
175189,19791108,   81,    0
175189,19791109,   80,    0
175189,19791110,   72,    0
175189,19791111,   79,    0
175189,19791112,   84,    0
175189,19791113,   87,    0
175189,19791114,   82,    0
175189,19791115,   83,    0
175189,19791116,   95,    0
175189,19791117,   88,    0
175189,19791118,   89,    0
175189,19791119,   93,    0
175189,19791120,   90,    0
175189,19791121,   96,    0
175189,19791122,   87,    0
175189,19791123,   94,    0
