 SOUID,    DATE,   HU, Q_HU
175266,19790101,   69,    0
175266,19790102,   63,    0
175266,19790103,   76,    0
175266,19790104,   79,    0
175266,19790105,   78,    0
175266,19790106,   90,    0
175266,19790107,   92,    0
175266,19790108,   81,    0
175266,19790109,   88,    0
175266,19790110,   96,    0
175266,19790111,   84,    0
175266,19790112,   82,    0
175266,19790113,   94,    0
175266,19790114,   95,    0
175266,19790115,   92,    0
175266,19790116,   91,    0
175266,19790117,   88,    0
175266,19790118,   86,    0
175266,19790119,   84,    0
175266,19790120,   90,    0
175266,19790121,   85,    0
175266,19790122,   88,    0
175266,19790123,   86,    0
175266,19790124,   80,    0
175266,19790125,   92,    0
175266,19790126,   91,    0
175266,19790127,   87,    0
175266,19790128,   80,    0
175266,19790129,   87,    0
175266,19790130,   71,    0
175266,19790131,   73,    0
175266,19790201,   93,    0
175266,19790202,   98,    0
175266,19790203,   91,    0
175266,19790204,   92,    0
175266,19790205,   82,    0
175266,19790206,   90,    0
175266,19790207,   93,    0
175266,19790208,   89,    0
175266,19790209,   89,    0
175266,19790210,   80,    0
175266,19790211,   81,    0
175266,19790212,   83,    0
175266,19790213,   78,    0
175266,19790214,   69,    0
175266,19790215,   73,    0
175266,19790216,   74,    0
175266,19790217,   77,    0
175266,19790218,   62,    0
175266,19790219,   70,    0
175266,19790220,   81,    0
175266,19790221,   82,    0
175266,19790222,   84,    0
175266,19790223,   85,    0
175266,19790224,   86,    0
175266,19790225,   92,    0
175266,19790226,   83,    0
175266,19790227,   94,    0
175266,19790228,   98,    0
175266,19790301,   91,    0
175266,19790302,   90,    0
175266,19790303,   95,    0
175266,19790304,   98,    0
175266,19790305,   84,    0
175266,19790306,   89,    0
175266,19790307,   80,    0
175266,19790308,   97,    0
175266,19790309,   85,    0
175266,19790310,   79,    0
175266,19790311,   86,    0
175266,19790312,   86,    0
175266,19790313,   82,    0
175266,19790314,   93,    0
175266,19790315,   92,    0
175266,19790316,   78,    0
175266,19790317,   71,    0
175266,19790318,   58,    0
175266,19790319,   66,    0
175266,19790320,   81,    0
175266,19790321,   77,    0
175266,19790322,   96,    0
175266,19790323,   85,    0
175266,19790324,   93,    0
175266,19790325,   88,    0
175266,19790326,   72,    0
175266,19790327,   77,    0
175266,19790328,   87,    0
175266,19790329,   78,    0
175266,19790330,   76,    0
175266,19790331,   90,    0
175266,19790401,   96,    0
175266,19790402,   90,    0
175266,19790403,   92,    0
175266,19790404,   79,    0
175266,19790405,   83,    0
175266,19790406,   72,    0
175266,19790407,   63,    0
175266,19790408,   76,    0
175266,19790409,   92,    0
175266,19790410,   64,    0
175266,19790411,   57,    0
175266,19790412,   67,    0
175266,19790413,   81,    0
175266,19790414,   90,    0
175266,19790415,   66,    0
175266,19790416,   57,    0
175266,19790417,   67,    0
175266,19790418,   79,    0
175266,19790419,   67,    0
175266,19790420,   82,    0
175266,19790421,   76,    0
175266,19790422,   77,    0
175266,19790423,   83,    0
175266,19790424,   83,    0
175266,19790425,   87,    0
175266,19790426,   92,    0
175266,19790427,  100,    0
175266,19790428,   93,    0
175266,19790429,   92,    0
175266,19790430,   87,    0
175266,19790501,   84,    0
175266,19790502,   74,    0
175266,19790503,   79,    0
175266,19790504,   70,    0
175266,19790505,   86,    0
175266,19790506,   53,    0
175266,19790507,   74,    0
175266,19790508,   75,    0
175266,19790509,   68,    0
175266,19790510,   76,    0
175266,19790511,   96,    0
175266,19790512,   67,    0
175266,19790513,   71,    0
175266,19790514,   85,    0
175266,19790515,   80,    0
175266,19790516,   84,    0
175266,19790517,   70,    0
175266,19790518,   77,    0
175266,19790519,   95,    0
175266,19790520,   78,    0
175266,19790521,   60,    0
175266,19790522,   52,    0
175266,19790523,   82,    0
175266,19790524,   69,    0
175266,19790525,   58,    0
175266,19790526,   85,    0
175266,19790527,   68,    0
175266,19790528,   64,    0
175266,19790529,   80,    0
175266,19790530,   75,    0
175266,19790531,   78,    0
175266,19790601,   78,    0
175266,19790602,   63,    0
175266,19790603,   65,    0
175266,19790604,   62,    0
175266,19790605,   66,    0
175266,19790606,   73,    0
175266,19790607,   64,    0
175266,19790608,   74,    0
175266,19790609,   84,    0
175266,19790610,   77,    0
175266,19790611,   72,    0
175266,19790612,   80,    0
175266,19790613,   84,    0
175266,19790614,   85,    0
175266,19790615,   88,    0
175266,19790616,   81,    0
175266,19790617,   83,    0
175266,19790618,   67,    0
175266,19790619,   55,    0
175266,19790620,   73,    0
175266,19790621,   76,    0
175266,19790622,   73,    0
175266,19790623,   70,    0
175266,19790624,   59,    0
175266,19790625,   63,    0
175266,19790626,   70,    0
175266,19790627,   71,    0
175266,19790628,   70,    0
175266,19790629,   85,    0
175266,19790630,   84,    0
175266,19790701,   78,    0
175266,19790702,   77,    0
175266,19790703,   84,    0
175266,19790704,   80,    0
175266,19790705,   83,    0
175266,19790706,   84,    0
175266,19790707,   86,    0
175266,19790708,   80,    0
175266,19790709,   77,    0
175266,19790710,   85,    0
175266,19790711,   91,    0
175266,19790712,   87,    0
175266,19790713,   84,    0
175266,19790714,   87,    0
175266,19790715,   88,    0
175266,19790716,   77,    0
175266,19790717,   81,    0
175266,19790718,   80,    0
175266,19790719,   87,    0
175266,19790720,   87,    0
175266,19790721,   84,    0
175266,19790722,   83,    0
175266,19790723,   91,    0
175266,19790724,   90,    0
175266,19790725,   86,    0
175266,19790726,   80,    0
175266,19790727,   81,    0
175266,19790728,   81,    0
175266,19790729,   80,    0
175266,19790730,   73,    0
175266,19790731,   79,    0
175266,19790801,   90,    0
175266,19790802,   86,    0
175266,19790803,   85,    0
175266,19790804,   86,    0
175266,19790805,   72,    0
175266,19790806,   69,    0
175266,19790807,   64,    0
175266,19790808,   69,    0
175266,19790809,   77,    0
175266,19790810,   92,    0
175266,19790811,   85,    0
175266,19790812,   88,    0
175266,19790813,   89,    0
175266,19790814,   91,    0
175266,19790815,   84,    0
175266,19790816,   80,    0
175266,19790817,   75,    0
175266,19790818,   65,    0
175266,19790819,   68,    0
175266,19790820,   83,    0
175266,19790821,   86,    0
175266,19790822,   80,    0
175266,19790823,   72,    0
175266,19790824,   82,    0
175266,19790825,   88,    0
175266,19790826,   90,    0
175266,19790827,   74,    0
175266,19790828,   78,    0
175266,19790829,   91,    0
175266,19790830,   83,    0
175266,19790831,   82,    0
175266,19790901,   61,    0
175266,19790902,   84,    0
175266,19790903,   90,    0
175266,19790904,   87,    0
175266,19790905,   80,    0
175266,19790906,   81,    0
175266,19790907,   77,    0
175266,19790908,   78,    0
175266,19790909,   78,    0
175266,19790910,   87,    0
175266,19790911,   86,    0
175266,19790912,   64,    0
175266,19790913,   78,    0
175266,19790914,   69,    0
175266,19790915,   74,    0
175266,19790916,   72,    0
175266,19790917,   82,    0
175266,19790918,   96,    0
175266,19790919,   79,    0
175266,19790920,   75,    0
175266,19790921,   88,    0
175266,19790922,   80,    0
175266,19790923,   79,    0
175266,19790924,   84,    0
175266,19790925,   76,    0
175266,19790926,   82,    0
175266,19790927,   94,    0
175266,19790928,   68,    0
175266,19790929,   80,    0
175266,19790930,   74,    0
175266,19791001,   71,    0
175266,19791002,   57,    0
175266,19791003,   66,    0
175266,19791004,   71,    0
175266,19791005,   74,    0
175266,19791006,   73,    0
175266,19791007,   77,    0
175266,19791008,   90,    0
175266,19791009,   92,    0
175266,19791010,   92,    0
175266,19791011,   89,    0
175266,19791012,   89,    0
175266,19791013,   96,    0
175266,19791014,   91,    0
175266,19791015,   94,    0
175266,19791016,   94,    0
175266,19791017,   84,    0
175266,19791018,   75,    0
175266,19791019,   88,    0
175266,19791020,   83,    0
175266,19791021,   80,    0
175266,19791022,   60,    0
175266,19791023,   75,    0
175266,19791024,   76,    0
175266,19791025,   79,    0
175266,19791026,   81,    0
175266,19791027,   85,    0
175266,19791028,   81,    0
175266,19791029,   72,    0
175266,19791030,   62,    0
175266,19791031,   74,    0
175266,19791101,   81,    0
175266,19791102,   77,    0
175266,19791103,   78,    0
175266,19791104,   67,    0
175266,19791105,   95,    0
175266,19791106,   94,    0
175266,19791107,   90,    0
175266,19791108,   91,    0
175266,19791109,   91,    0
175266,19791110,   92,    0
175266,19791111,   89,    0
175266,19791112,   88,    0
175266,19791113,   88,    0
175266,19791114,   87,    0
175266,19791115,   88,    0
175266,19791116,   97,    0
175266,19791117,   92,    0
175266,19791118,   97,    0
175266,19791119,   89,    0
175266,19791120,   89,    0
175266,19791121,   98,    0
175266,19791122,   92,    0
175266,19791123,   97,    0
175266,19791124,   95,    0
175266,19791125,   85,    0
175266,19791126,   91,    0
175266,19791127,   92,    0
175266,19791128,   79,    0
175266,19791129,   86,    0
175266,19791130,   81,    0
175266,19791201,   80,    0
175266,19791202,   94,    0
175266,19791203,   95,    0
175266,19791204,   94,    0
175266,19791205,   88,    0
175266,19791206,   77,    0
175266,19791207,   72,    0
175266,19791208,   74,    0
175266,19791209,   82,    0
175266,19791210,   90,    0
